Tray,Cup,Line,Sex,Tube,Yellow,Start,Dusk1,Day1,Day1end,Day1mate,Day2,Day2End,Day2mate,Day3,Day3End,Day3mate,Dusk2,Late,Dusk&Day,Matings
1,1,R1_1,Female,1,100,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
1,2,R1_1,Female,2,95,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
1,3,R1_1,Female,3,95,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
1,4,R1_1,Female,4,75+,Dusk,Yes,,,,,,,,,,,,Dusk,1
1,5,R1_1,Female,5,75,Dusk,Yes,,,,,,,,,,,,Dusk,1
1,6,R1_1,Female,6,95,Dusk,No,,,,,,,,,,,,None,0
1,7,R1_5,Female,7,25,Dusk,Yes,,,,,,,,,,,,Dusk,1
1,8,R1_5,Female,8,25,Dusk,Yes,,,,,,,,,,,,Dusk,1
1,9,R1_5,Female,9,75,Dusk,No,,,,,,,,,,,,None,0
1,10,R1_5,Female,10,25,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
1,11,R1_5,Female,11,5,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
1,12,R1_5,Female,12,0,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
1,13,R2,Female,13,95,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
1,14,R2,Female,14,95,Dusk,Yes,,,,,,,,,,,,Dusk,1
1,15,R2,Female,15,75+,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
1,16,R2,Female,16,0,Dusk,Yes,,,,,,,,,,,,Dusk,1
1,17,R2,Female,17,95,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
1,18,R2,Female,18,75+,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
3,1,R1_1,Female,37,25,Dusk,Yes,16:30,Dusk,tryoni,,,,,,,tryoni,,Dusk,3
3,2,R1_1,Female,38,0,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
3,3,R1_1,Female,39,75+,Dusk,Yes,,,,,,,,,,,,Dusk,1
3,4,R1_1,Female,40,75+,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
3,5,R1_1,Female,41,0,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
3,6,R1_1,Female,42,75+,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
3,7,R1_5,Female,43,5,Dusk,Yes,,,,,,,,,,,,Dusk,1
3,8,R1_5,Female,44,75,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
3,9,R1_5,Female,45,25,Dusk,Yes,,,,,,,,,,,,Dusk,1
3,10,R1_5,Female,46,5,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
3,11,R1_5,Female,47,0,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
3,12,R1_5,Female,48,25+,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
3,13,R2,Female,49,95,Dusk,No,,,,,,,,,,,,None,0
3,14,R2,Female,50,95,Dusk,No,,,,,,,,,,,,None,0
3,15,R2,Female,51,95,Dusk,No,,,,,,,,,,,,None,0
3,16,R2,Female,52,75+,Dusk,No,,,,,,,,,,,,None,0
3,17,R2,Female,53,75+,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
3,18,R2,Female,54,75+,Dusk,Yes,,,,,,,,,,,,Dusk,1
5,1,R1_1,Female,73,,Dusk,Yes,,,,,,,,,,,,Dusk,1
5,2,R1_1,Female,74,0,Dusk,No,,,,,,,,,,,,None,0
5,3,R1_1,Female,75,95,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
5,4,R1_1,Female,76,75+,Dusk,No,16:15,Dusk,,,,,,,,tryoni,,Dusk,2
5,5,R1_1,Female,77,95,Dusk,No,,,,,,,,,,,,None,0
5,6,R1_1,Female,78,95,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
5,7,R1_5,Female,79,25,Dusk,Yes,,,,,,,,,,,,Dusk,1
5,8,R1_5,Female,80,25,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
5,9,R1_5,Female,81,5,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
5,10,R1_5,Female,82,25+,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
5,11,R1_5,Female,83,5,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
5,12,R1_5,Female,84,25,Dusk,No,,,,,,,,,,,DISCARD,None,0
5,13,R2,Female,85,95,Dusk,No,,,,,,,,,,,,None,0
5,14,R2,Female,86,100,Dusk,No,,,,,,,,,,,,None,0
5,15,R2,Female,87,75+,Dusk,Yes,16:30,Dusk,,,,,,,,tryoni,,Dusk,3
5,16,R2,Female,88,50,Dusk,No,,,,,,,,,,,,None,0
5,17,R2,Female,89,75,Dusk,Yes,,,,,,,,,,,,Dusk,1
5,18,R2,Female,90,75+,Dusk,Yes,,,,,,,,,,,,Dusk,1
7,1,R1_1,Female,109,100,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
7,2,R1_1,Female,110,75,Dusk,Yes,,,,,,,,,,,DISCARD,Dusk,1
7,3,R1_1,Female,111,0,Dusk,Yes,,,,,,,,,,,,Dusk,1
7,4,R1_1,Female,112,75+,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
7,5,R1_1,Female,113,75,Dusk,Yes,,,,,,,,,,,,Dusk,1
7,6,R1_1,Female,114,25,Dusk,Yes,16:30,Dusk,tryoni,,,,,,,tryoni,,Dusk,3
7,7,R1_5,Female,115,5,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
7,8,R1_5,Female,116,5,Dusk,Yes,,,,,,,,,,,,Dusk,1
7,9,R1_5,Female,117,25,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
7,10,R1_5,Female,118,25,Dusk,No,,,,,,,,,,,,None,0
7,11,R1_5,Female,119,5,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
7,12,R1_5,Female,120,5,Dusk,Yes,,,,,,,,,,,,Dusk,1
7,13,R2,Female,121,95,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
7,14,R2,Female,122,50,Dusk,Yes,,,,,,,,,,,,Dusk,1
7,15,R2,Female,123,95,Dusk,No,,,,,,,,,,,,None,0
7,16,R2,Female,124,95,Dusk,No,,,,,,,,,,,,None,0
7,17,R2,Female,125,95,Dusk,Yes,,,,,,,,,,,,Dusk,1
7,18,R2,Female,126,95,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
9,1,R1_1,Female,145,95,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
9,2,R1_1,Female,146,95,Dusk,No,,,,,,,,,,,,None,0
9,3,R1_1,Female,147,5,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
9,4,R1_1,Female,148,75+,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
9,5,R1_1,Female,149,75+,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
9,6,R1_1,Female,150,75,Dusk,No,,,,,,,,,,,tryoni,None,0
9,7,R1_5,Female,151,5,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
9,8,R1_5,Female,152,5,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
9,9,R1_5,Female,153,0,Dusk,No,,,,,,,,,,,,None,0
9,10,R1_5,Female,154,5,Dusk,No,,,,,,,,,,,,None,0
9,11,R1_5,Female,155,5,Dusk,Yes,,,,,,,,,,,,Dusk,1
9,12,R1_5,Female,156,75,Dusk,No,,,,,,,,,,,,None,0
9,13,R2,Female,157,75+,Dusk,Yes,,,,,,,,,,,,Dusk,1
9,14,R2,Female,158,75+,Dusk,Yes,,,,,,,,,,,,Dusk,1
9,15,R2,Female,159,0,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
9,16,R2,Female,160,75,Dusk,Yes,,,,,,,,,,,,Dusk,1
9,17,R2,Female,161,95,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
9,18,R2,Female,162,0,Dusk,Yes,,,,,,,,,,,,Dusk,1
11,1,R1_1,Female,181,5,Dusk,Yes,,,,,,,,,,tryoni,neo,Dusk,2
11,2,R1_1,Female,182,5,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
11,3,R1_1,Female,183,95,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
11,4,R1_1,Female,184,75+,Dusk,No,,,,,,,,,,,,None,0
11,5,R1_1,Female,185,5,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
11,6,R1_1,Female,186,95,Dusk,Yes,,,,,,,,,,,tyoni,Dusk,1
11,7,R1_5,Female,187,5,Dusk,Yes,,,,,,,,,,,,Dusk,1
11,8,R1_5,Female,188,25,Dusk,Yes,,,,,,,,,,,,Dusk,1
11,9,R1_5,Female,189,5,Dusk,Yes,,,,,,,,,,,,Dusk,1
11,10,R1_5,Female,190,0,Dusk,Yes,,,,,,,,,,,,Dusk,1
11,11,R1_5,Female,191,5,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
11,12,R1_5,Female,192,5,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
11,13,R2,Female,193,95,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
11,14,R2,Female,194,95,Dusk,No,,,,,,,,,,,tryoni,None,0
11,15,R2,Female,195,95,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
11,16,R2,Female,196,,Dusk,No,,,,,,,,,,,DISCARD,None,0
11,17,R2,Female,197,95,Dusk,No,16:30,Dusk,tryoni,,,,,,,tryoni,,Dusk,2
11,18,R2,Female,198,75,Dusk,Yes,,,,,,,,,,,,Dusk,1
13,1,R1_1,Female,217,0,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
13,2,R1_1,Female,218,,Dusk,Yes,,,,,,,,,,tryoni,LOST,Dusk,2
13,3,R1_1,Female,219,75+,Dusk,Yes,,,,,,,,,,,,Dusk,1
13,4,R1_1,Female,220,95,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
13,5,R1_1,Female,221,0,Dusk,Yes,,,,,,,,,,,,Dusk,1
13,6,R1_1,Female,222,75+,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
13,7,R1_5,Female,223,25,Dusk,No,15:30,Dusk,neo,,,,,,,neo,,Both,2
13,8,R1_5,Female,224,25,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
13,9,R1_5,Female,225,5,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
13,10,R1_5,Female,226,0,Dusk,Yes,,,,,,,,,,,,Dusk,1
13,11,R1_5,Female,227,25+,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
13,12,R1_5,Female,228,5,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
13,13,R2,Female,229,95,Dusk,Yes,,,,,,,,,,,,Dusk,1
13,14,R2,Female,230,75+,Dusk,Yes,,,,,,,,,,,,Dusk,1
13,15,R2,Female,231,75+,Dusk,Yes,,,,,,,,,,neo,,Dusk,2
13,16,R2,Female,232,95,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
13,17,R2,Female,233,75+,Dusk,Yes,,,,,,,,,,tryoni,DISCARD,Dusk,2
13,18,R2,Female,234,75,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
15,1,R1_1,Female,253,75,Dusk,Yes,,,,,,,,,,,,Dusk,1
15,2,R1_1,Female,254,50,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
15,3,R1_1,Female,255,5,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
15,4,R1_1,Female,256,75+,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
15,5,R1_1,Female,257,75,Dusk,Yes,,,,,,,,,,,,Dusk,1
15,6,R1_1,Female,258,0,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
15,7,R1_5,Female,259,5,Dusk,No,,,,,,,,,,,,None,0
15,8,R1_5,Female,260,5,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
15,9,R1_5,Female,261,25,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
15,10,R1_5,Female,262,5,Dusk,No,,,,,,,,,,neo,,Dusk,1
15,11,R1_5,Female,263,5,Dusk,No,,,,,,,,,,,,None,0
15,12,R1_5,Female,264,25+,Dusk,No,11:30,12:00,neo,,,,,,,tryoni,,Both,2
15,13,R2,Female,265,95,Dusk,Yes,,,,,,,,,,,,Dusk,1
15,14,R2,Female,266,95,Dusk,No,,,,,,,,,,,,None,0
15,15,R2,Female,267,,Dusk,No,,,,,,,,,,tryoni,DISCARD,Dusk,1
15,16,R2,Female,268,75+,Dusk,No,,,,,,,,,,,,None,0
15,17,R2,Female,269,95,Dusk,Yes,,,,,,,,,,,,Dusk,1
15,18,R2,Female,270,75+,Dusk,No,,,,,,,,,,,,None,0
17,1,R1_1,Female,289,95,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
17,2,R1_1,Female,290,0,Dusk,Yes,,,,,,,,,,,,Dusk,1
17,3,R1_1,Female,291,5,Dusk,No,,,,,,,,,,,,None,0
17,4,R1_1,Female,292,95,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
17,5,R1_1,Female,293,5,Dusk,No,,,,,,,,,,,tryoni,None,0
17,6,R1_1,Female,294,95,Dusk,No,,,,,,,,,,,,None,0
17,7,R1_5,Female,295,5,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
17,8,R1_5,Female,296,25,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
17,9,R1_5,Female,297,50,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
17,10,R1_5,Female,298,25,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
17,11,R1_5,Female,299,5,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
17,12,R1_5,Female,300,75,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
17,13,R2,Female,301,95,Dusk,No,,,,,,,,,,,,None,0
17,14,R2,Female,302,75+,Dusk,No,,,,,,,,,,,,None,0
17,15,R2,Female,303,100,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
17,16,R2,Female,304,75+,Dusk,Yes,,,,,,,,,,,,Dusk,1
17,17,R2,Female,305,95,Dusk,No,,,,,,,,,,,,None,0
17,18,R2,Female,306,95,Dusk,No,,,,,,,,,,,,None,0
19,1,R1_1,Female,325,75+,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
19,2,R1_1,Female,326,95,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
19,3,R1_1,Female,327,5,Dusk,Yes,,,,,,,,,,,,Dusk,1
19,4,R1_1,Female,328,95,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
19,5,R1_1,Female,329,95,Dusk,Yes,,,,,,,,,,,,Dusk,1
19,6,R1_1,Female,330,75,Dusk,No,,,,,,,,,,,,None,0
19,7,R1_5,Female,331,25,Dusk,No,,,,,,,,,,,,None,0
19,8,R1_5,Female,332,5,Dusk,No,,,,,,,,,,,DISCARD,None,0
19,9,R1_5,Female,333,5,Dusk,Yes,,,,,,,,,,,,Dusk,1
19,10,R1_5,Female,334,25,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
19,11,R1_5,Female,335,5,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
19,12,R1_5,Female,336,5,Dusk,No,13:15,14:15,neo,,,,,,,tryoni,,Both,2
19,13,R2,Female,337,95,Dusk,Yes,   ,,,,,,,,,,DISCARD,Dusk,2
19,14,R2,Female,338,95,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
19,15,R2,Female,339,95,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
19,16,R2,Female,340,75+,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
19,17,R2,Female,341,75+,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
19,18,R2,Female,342,75+,Dusk,Yes,,,,,,,,,,,,Dusk,1
Control,Control1,neoC,Female,,,Dusk,No,,,,,,,,,,,,None,0
Control,Control1,S06,Female,,,Dusk,No,16:30,Dusk,tryoni,,,,,,,tryoni,,Dusk,2
Control,Control10,neoC,Female,,,Dusk,No,,,,,,,,,,,,None,0
Control,Control10,S06,Female,,,Dusk,No,,,,,,,,,,,,None,0
Control,Control11,neoC,Female,,,Dusk,No,,,,,,,,,,,,None,0
Control,Control11,S06,Female,,,Dusk,No,,,,,,,,,,,,None,0
Control,Control12,neoC,Female,,,Dusk,No,,,,,,,,,,,,None,0
Control,Control12,S06,Female,,,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
Control,Control13,neoC,Female,,,Dusk,No,7:00,,neo,,,,,,,,,Day,1
Control,Control13,S06,Female,,,Dusk,Yes,,,,,,,,,,,,Dusk,1
Control,Control14,neoC,Female,,,Dusk,No,,,,,,,,,,,,None,0
Control,Control14,S06,Female,,,Dusk,Yes,,,,,,,,,,,,Dusk,1
Control,Control15,neoC,Female,,,Dusk,No,7:45,,neo,,,,,,,,,Day,1
Control,Control15,S06,Female,,,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
Control,Control2,neoC,Female,,,Dusk,Yes,,,,,,,,,,,,Dusk,1
Control,Control2,S06,Female,,,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
Control,Control3,neoC,Female,,,Dusk,No,,,,,,,,,,,,None,0
Control,Control3,S06,Female,,,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
Control,Control4,neoC,Female,,,Dusk,No,,,,,,,,,,,,None,0
Control,Control4,S06,Female,,,Dusk,Yes,,,,,,,,,,,,Dusk,1
Control,Control5,neoC,Female,,,Dusk,No,,,,,,,,,,,,None,0
Control,Control5,S06,Female,,,Dusk,Yes,,,,,,,,,,,,Dusk,1
Control,Control6,neoC,Female,,,Dusk,No,,,,,,,,,,,,None,0
Control,Control6,S06,Female,,,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
Control,Control7,neoC,Female,,,Dusk,No,,,,,,,,,,,,None,0
Control,Control7,S06,Female,,,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
Control,Control8,neoC,Female,,,Dusk,No,,,,,,,,,,,,None,0
Control,Control8,S06,Female,,,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
Control,Control9,neoC,Female,,,Dusk,No,,,,,,,,,,,,None,0
Control,Control9,S06,Female,,,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
2,1,R1_1,Male,19,5,Dusk,Yes,,,,,,,,,,,,Dusk,1
2,2,R1_1,Male,20,95,Dusk,Yes,,,,,,,,,,,,Dusk,1
2,3,R1_1,Male,21,95,Dusk,Yes,,,,,,,,,,,,Dusk,1
2,4,R1_1,Male,22,95,Dusk,Yes,15:15,15:45,neo,,,,,,,neo,,Both,3
2,5,R1_1,Male,23,5,Dusk,No,,,,,,,,,,,,None,0
2,6,R1_1,Male,24,95,Dusk,No,,,,,,,,,,,,None,0
2,7,R1_5,Male,25,5,Dusk,No,Call,15:15,,,,,,,,neo,,Dusk,1
2,8,R1_5,Male,26,5,Dusk,Yes,15:45,16:15,tryoni,16:30,Dusk,tryoni,,,,tryoni,,Both,4
2,9,R1_5,Male,27,25,Dusk,No,13:45,14:15,neo,15:15,15:45,tryoni,,,,,,Day,2
2,10,R1_5,Male,28,25+,Dusk,No,Call,15:15,,,,,,,,,,None,0
2,11,R1_5,Male,29,50,Dusk,No,Call,15:15,,,,,,,,,,None,0
2,12,R1_5,Male,30,50,Dusk,No,12:30,12:45,neo,,,,,,,,,Day,1
2,13,R2,Male,31,95,Dusk,No,16:30,Dusk,,,,,,,,tryoni,,Dusk,2
2,14,R2,Male,32,75+,Dusk,No,,,,,,,,,,,,None,0
2,15,R2,Male,33,75,Dusk,No,16:00,16:15,neo,,,,,,,,,None,1
2,16,R2,Male,34,95,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
2,17,R2,Male,35,75,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
2,18,R2,Male,36,75+,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
4,1,R1_1,Male,55,95,Dusk,No,16:00,16:10,neo,,,,,,,,,None,1
4,2,R1_1,Male,56,75,Dusk,Yes,15:00,15:15,neo,,,,,,,,,Both,2
4,3,R1_1,Male,57,95,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
4,4,R1_1,Male,58,5,Dusk,No,,,,,,,,,,,,None,0
4,5,R1_1,Male,59,75+,Dusk,Yes,,,,,,,,,,,,Dusk,1
4,6,R1_1,Male,60,75+,Dusk,No,,,,,,,,,,,,None,0
4,7,R1_5,Male,61,25,Dusk,No,14:15,14:30,neo,,,,,,,,,Day,1
4,8,R1_5,Male,62,5,Dusk,No,,,,,,,,,,,,None,0
4,9,R1_5,Male,63,5,Dusk,Yes,14:30,15:00,neo,Call,15:15,,Call,16:00,,tryoni,,Both,3
4,10,R1_5,Male,64,75,Dusk,No,,,,,,,,,,,,None,0
4,11,R1_5,Male,65,25,Dusk,No,14:00,14:30,neo,,,,,,,,,Day,1
4,12,R1_5,Male,66,50,Dusk,No,13:15,13:30,neo,,,,,,,,,Day,1
4,13,R2,Male,67,5,Dusk,No,,,,,,,,,,,,None,0
4,14,R2,Male,68,95,Dusk,Yes,16:30,Dusk,,,,,,,,tryoni,,Dusk,3
4,15,R2,Male,69,25,Dusk,Yes,,,,,,,,,,,,Dusk,1
4,16,R2,Male,70,95,Dusk,No,,,,,,,,,,,tryoni,None,0
4,17,R2,Male,71,95,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
4,18,R2,Male,72,100,Dusk,No,,,,,,,,,,,,None,0
6,1,R1_1,Male,91,75+,Dusk,Yes,,,,,,,,,,,,Dusk,1
6,2,R1_1,Male,92,0,Dusk,No,15:15,15:45,neo,,,,,,,,,Day,1
6,3,R1_1,Male,93,75+,Dusk,No,14:30,15:00,neo,,,,,,,,,Day,1
6,4,R1_1,Male,94,25,Dusk,No,15:00,15:45,neo,,,,,,,,,Day,1
6,5,R1_1,Male,95,25,Dusk,No,13:45,14:15,neo,,,,,,,,,Day,1
6,6,R1_1,Male,96,5,Dusk,No,Call,15:00,,,,,,,,,,None,0
6,7,R1_5,Male,97,50,Dusk,No,14:30,15:15,tryoni,16:00,16:15,tryoni,,,,,,Day,2
6,8,R1_5,Male,98,25,Dusk,Yes,,,,,,,,,,,,Dusk,1
6,9,R1_5,Male,99,50,Dusk,No,,,,,,,,,,,,None,0
6,10,R1_5,Male,100,50,Dusk,No,Call,14:30,,Call,15:15,,,,,,,None,0
6,11,R1_5,Male,101,5,Dusk,No,Call,14:15,,16:30,Dusk,tryoni,,,,tryoni,,Dusk,2
6,12,R1_5,Male,102,25,Dusk,No,,,,,,,,,,,,None,0
6,13,R2,Male,103,75+,Dusk,Yes,,,,,,,,,,,,Dusk,1
6,14,R2,Male,104,75+,Dusk,No,,,,,,,,,,tryoni,,Dusk,1
6,15,R2,Male,105,95,Dusk,Yes,,,,,,,,,,tryoni,,Dusk,2
6,16,R2,Male,106,95,Dusk,No,16:30,Dusk,tryoni,,,,,,,tryoni,,Dusk,2
6,17,R2,Male,107,75+,Dusk,No,,,,,,,,,,neo,,Dusk,1
6,18,R2,Male,108,75+,Dusk,No,,,,,,,,,,,,None,0
8,1,R1_1,Male,127,95,Dusk,Yes,15:45,16:00,tryoni,16:00,16:10,neo,,,,,,Both,3
8,2,R1_1,Male,128,95,Dusk,No,,,,,,,,,,,,None,0
8,3,R1_1,Male,129,95,Dusk,Yes,,,,,,,,,,,,Dusk,1
8,4,R1_1,Male,130,75+,Dusk,No,15:00,15:30,neo,16:00,16:15,neo,,,,,,Day,2
8,5,R1_1,Male,131,50,Dusk,Yes,Call,15:45,,16:30,16:45,neo,,,,,,Dusk,2
8,6,R1_1,Male,132,5,Dusk,No,15:00,15:15,neo,,,,,,,,,Day,1
8,7,R1_5,Male,133,50,Dusk,No,,,,,,,,,,,,None,0
8,8,R1_5,Male,134,5,Dusk,Yes,15:15,16:00,tryoni,16:15,16:25,tryoni,16:30,Dusk,tryoni,tryoni,,Both,5
8,9,R1_5,Male,135,5,Dusk,No,Call,15:30,,,,,,,,,,None,0
8,10,R1_5,Male,136,75,Dusk,No,,,,,,,,,,,,None,0
8,11,R1_5,Male,137,5,Dusk,No,15:15,16:15,tryoni,,,,,,,,,Day,1
